"","gene","O20_384Bulk_Plate2_S356.gencode.vM19","P11_384Bulk_Plate2_S371.gencode.vM19","K9_384Bulk_Plate2_S249.gencode.vM19","I13_384Bulk_Plate2_S205.gencode.vM19","F11_384Bulk_Plate1_S131.gencode.vM19","G3_384Bulk_Plate1_S147.gencode.vM19","G8_384Bulk_Plate2_S152.gencode.vM19","C19_384Bulk_Plate2_S67.gencode.vM19"
"43728","Olfr143",15,5,17,3,14,9,5,5
"43729","Olfr1430-ps1",7,9,9,13,16,17,12,5
"43730","Olfr1431",6,2,9,17,7,12,11,1
"43731","Olfr1432",19,6,14,10,15,18,11,3
"43732","Olfr1434",8,15,11,7,30,10,4,3
"43733","Olfr1435-ps1",0,0,0,0,2,0,2,1
"43734","Olfr1436",5,0,7,2,6,7,8,3
"43735","Olfr1437",24,6,13,19,33,14,6,4
"43736","Olfr1438-ps1",24,9,14,16,33,10,27,1
"43737","Olfr1439-ps1",0,0,0,0,0,0,0,0
"43738","Olfr1440",7,10,31,10,33,42,18,6
"43739","Olfr1441",10,9,11,13,5,3,1,4
"43740","Olfr1442",15,30,28,15,33,23,20,6
"43741","Olfr1443",6,15,27,17,20,20,22,3
"43742","Olfr1444",5,8,11,7,13,15,5,2
"43743","Olfr1445",5,5,10,10,12,7,1,0
"43744","Olfr1446",6,9,29,14,14,26,20,9
"43745","Olfr1447",9,13,4,9,20,5,9,0
"43746","Olfr1448",6,12,44,25,42,44,32,10
"43747","Olfr1449",12,7,20,2,14,21,24,5
"43748","Olfr145",44,14,69,25,52,43,32,18
"43749","Olfr1450",26,8,22,12,30,20,11,16
"43750","Olfr1451",1,3,6,0,10,5,5,1
"43751","Olfr1452-ps1",12,7,13,6,7,9,11,5
"43752","Olfr1453",12,2,12,0,18,7,10,2
"43753","Olfr1454",22,14,13,16,35,16,11,13
"43754","Olfr1455-ps1",4,2,5,13,8,5,1,0
"43755","Olfr1456-ps1",3,3,1,2,3,0,3,2
"43756","Olfr1457",4,7,26,9,10,17,6,1
"43757","Olfr1458",0,2,5,5,4,1,4,0
"43758","Olfr1459",27,12,33,31,33,41,45,12
"43759","Olfr146",4,5,11,6,6,9,4,2
"43760","Olfr1460-ps1",0,5,13,0,3,14,1,0
"43761","Olfr1461",8,6,18,23,8,23,28,10
"43762","Olfr1462",13,5,15,14,25,18,15,4
"43763","Olfr1463",13,0,13,11,17,12,1,1
"43764","Olfr1464-ps1",0,2,9,2,11,1,8,1
"43765","Olfr1465",20,4,13,2,11,3,15,4
"43766","Olfr1466",3,2,5,5,5,8,2,4
"43767","Olfr1467",33,8,28,9,41,21,27,12
"43768","Olfr1468-ps1",3,5,10,6,9,5,1,3
"43769","Olfr1469",20,13,29,28,22,26,14,12
"43770","Olfr147",13,15,17,13,14,19,14,5
"43771","Olfr1470-ps1",2,1,3,1,2,0,2,0
"43772","Olfr1471",24,6,37,11,24,27,13,13
"43773","Olfr1472",11,9,14,9,5,13,2,3
"43774","Olfr1473-ps1",8,14,7,5,6,4,8,5
"43775","Olfr1474",0,9,16,6,18,23,18,1
"43776","Olfr1475",1,1,4,1,0,8,1,1
"43777","Olfr1476-ps1",0,1,1,1,6,0,3,0
"43778","Olfr1477",8,14,45,30,53,24,43,6
"43779","Olfr1478-ps1",0,0,0,0,0,0,0,0
"43780","Olfr1479-ps1",0,0,7,2,6,2,0,0
"43781","Olfr148",5,0,7,2,15,16,14,0
"43782","Olfr1480",8,4,11,4,28,21,17,2
"43783","Olfr1481-ps1",0,0,2,3,1,8,0,1
"43784","Olfr1482-ps1",0,0,1,2,0,1,2,0
"43785","Olfr1483-ps1",0,0,1,6,8,5,2,3
"43786","Olfr1484",6,6,15,20,20,24,7,3
"43787","Olfr1485-ps1",0,0,0,0,0,0,0,0
"43788","Olfr1486-ps1",3,0,0,0,0,0,1,0
"43789","Olfr1487",39,9,31,21,24,14,19,3
"43790","Olfr1488-ps1",3,1,1,0,1,1,2,0
"43791","Olfr1489",30,27,51,52,70,41,49,9
"43792","Olfr149",7,6,5,11,9,18,6,6
"43793","Olfr1490",12,15,22,14,17,19,16,6
"43794","Olfr1491",4,2,8,0,9,5,8,1
"43795","Olfr1492-ps1",0,6,1,3,12,7,4,1
"43796","Olfr1493-ps1",3,7,22,5,13,14,11,4
"43797","Olfr1494",4,2,24,6,22,28,13,3
"43798","Olfr1495",16,7,6,8,24,15,9,3
"43799","Olfr1496",8,0,2,3,8,6,5,3
"43800","Olfr1497",11,4,3,1,10,4,15,0
"43801","Olfr1498-ps1",5,6,4,0,6,6,1,3
"43802","Olfr1499",9,5,3,7,18,19,17,2
"43803","Olfr15",5,17,15,9,40,27,18,4
"43804","Olfr150",15,13,14,3,16,9,8,5
"43805","Olfr1500",15,6,16,11,24,35,23,3
"43806","Olfr1501",11,12,16,11,30,30,15,7
"43807","Olfr1502",6,7,13,7,8,11,2,2
"43808","Olfr1503-ps1",1,0,0,6,3,0,1,1
"43809","Olfr1504",9,2,9,17,12,6,5,5
"43810","Olfr1505",10,11,10,10,21,26,8,1
"43811","Olfr1506",0,0,0,0,0,0,1,0
"43812","Olfr1507",18,11,9,10,8,6,9,2
"43813","Olfr1508",21,31,21,23,24,19,26,8
"43814","Olfr1509",8,6,11,15,7,7,5,2
"43815","Olfr151",1,5,8,1,1,6,2,3
"43816","Olfr1510",4,14,11,7,8,14,8,5
"43817","Olfr1511",17,6,9,8,16,16,6,0
"43818","Olfr1512",6,4,11,0,18,6,11,3
"43819","Olfr1513",7,13,19,9,21,19,8,0
"43820","Olfr152",28,6,14,11,30,20,15,1
"43821","Olfr153",2,2,2,0,0,0,0,0
"43822","Olfr1532-ps1",3,1,17,4,10,5,4,3
"43823","Olfr1535",21,12,23,17,38,6,36,0
"43824","Olfr1537",5,9,18,6,19,28,16,2
"43825","Olfr154",0,0,6,2,10,5,3,0
"43826","Olfr1542-ps1",6,2,2,3,5,7,3,3
"43827","Olfr1543-ps1",1,0,0,3,0,5,1,0
"43828","Olfr155",1,5,1,11,5,15,10,3
"43829","Olfr1555-ps1",8,8,35,9,15,13,9,2
"43830","Olfr1556-ps1",1,2,0,0,2,5,4,0
"43831","Olfr156",3,1,5,2,2,7,5,0
"43832","Olfr1564",17,3,11,15,25,24,10,1
"43833","Olfr157",19,9,15,7,20,27,9,4
"43834","Olfr159",2,4,3,0,9,5,5,0
"43835","Olfr16",21,4,11,12,11,25,16,0
"43836","Olfr160",27,10,28,17,12,27,25,9
"43837","Olfr161",19,12,27,7,29,37,8,3
"43838","Olfr162-ps1",12,0,7,1,0,1,0,0
"43839","Olfr163-ps1",11,5,9,10,11,13,4,0
"43840","Olfr164",7,2,12,5,12,5,4,6
"43841","Olfr165",7,4,16,5,9,9,10,2
"43842","Olfr166",37,17,37,29,37,37,38,6
"43843","Olfr167",15,12,34,21,36,22,35,3
"43844","Olfr168",2,11,15,5,18,17,10,9
"43845","Olfr169",20,16,10,12,14,2,6,3
"43846","Olfr17",38,8,29,14,35,19,21,11
"43847","Olfr170",12,1,17,6,19,6,14,8
"43848","Olfr171",4,4,10,5,8,8,3,1
"43849","Olfr172",1,0,2,1,3,4,0,4
"43850","Olfr173",16,9,10,9,20,17,16,6
"43851","Olfr175-ps1",3,5,19,4,2,15,9,6
"43852","Olfr177",6,5,21,10,5,12,3,3
"43853","Olfr178",2,2,5,2,10,9,8,0
"43854","Olfr18",21,3,11,7,12,7,8,2
"43855","Olfr180",6,8,20,8,19,15,15,6
"43856","Olfr181",13,5,21,2,17,14,22,7
"43857","Olfr183",6,17,25,17,27,25,15,6
"43858","Olfr184-ps1",1,1,1,0,3,1,3,3
"43859","Olfr185-ps1",0,5,2,5,10,8,7,0
"43860","Olfr186",7,2,9,1,9,10,0,1
"43861","Olfr187",2,2,1,4,4,5,1,0
"43862","Olfr188-ps1",26,16,22,11,33,20,32,6
"43863","Olfr189-ps1",5,2,10,5,7,2,5,5
"43864","Olfr19",4,5,8,4,7,11,9,8
"43865","Olfr190",16,23,35,13,34,33,33,7
"43866","Olfr191",1,4,25,10,38,17,20,0
"43867","Olfr192",9,7,12,10,14,8,9,2
"43868","Olfr193",15,24,31,37,33,34,16,10
"43869","Olfr194",12,5,22,23,22,11,11,4
"43870","Olfr195",5,5,18,12,21,11,12,6
"43871","Olfr196",21,13,14,15,50,25,35,4
"43872","Olfr197",3,0,6,1,0,4,0,0
"43873","Olfr198",6,7,26,4,10,17,16,2
"43874","Olfr199",9,2,4,5,17,7,3,0
"43875","Olfr2",16,10,8,6,10,6,17,5
"43876","Olfr20",8,5,5,5,2,2,5,1
"43877","Olfr200-ps1",10,1,12,2,11,12,7,5
"43878","Olfr201",18,23,22,35,17,33,13,11
"43879","Olfr202",27,3,26,6,16,6,12,7
"43880","Olfr203",1,0,7,1,9,9,2,0
"43881","Olfr204",1,3,5,0,9,14,11,2
"43882","Olfr205",5,9,10,2,13,10,12,1
"43883","Olfr206",0,1,7,2,11,9,2,1
"43884","Olfr209",11,8,5,5,8,8,2,8
"43885","Olfr210-ps1",0,1,10,7,12,8,7,2
"43886","Olfr211",3,3,17,2,15,14,11,9
"43887","Olfr212",13,12,8,9,16,12,6,2
"43888","Olfr213",15,3,38,6,19,5,4,7
"43889","Olfr214",5,6,9,3,12,5,9,0
"43890","Olfr215",20,9,21,17,8,20,14,3
"43891","Olfr218",16,8,12,17,20,8,21,3
"43892","Olfr22-ps1",10,4,11,4,17,3,14,7
"43893","Olfr220",2,13,10,2,14,27,5,10
"43894","Olfr221",4,7,2,9,6,10,16,0
"43895","Olfr222",5,2,6,2,23,15,2,0
"43896","Olfr223",0,6,3,6,13,9,6,1
"43897","Olfr224",5,7,17,23,26,22,9,2
"43898","Olfr225",11,7,2,3,4,11,13,2
"43899","Olfr228",1,2,11,0,19,5,4,3
"43900","Olfr229",22,7,11,5,2,9,18,2
"43901","Olfr23",17,9,9,11,9,18,7,10
"43902","Olfr231",19,11,14,21,27,14,20,6
"43903","Olfr235",8,11,12,8,21,18,23,0
"43904","Olfr237-ps1",29,26,19,20,21,20,35,6
"43905","Olfr239",11,1,5,11,9,13,7,5
"43906","Olfr24",6,12,25,17,28,29,30,2
"43907","Olfr241-ps1",1,0,1,1,0,0,5,0
"43908","Olfr243",7,3,31,20,21,27,15,2
"43909","Olfr247",0,0,0,0,0,0,0,0
"43910","Olfr248",4,0,11,4,6,0,5,5
"43911","Olfr25",31,6,41,14,36,30,16,8
"43912","Olfr250",6,10,23,20,25,16,8,5
"43913","Olfr251",26,15,51,22,25,24,22,5
"43914","Olfr258-ps1",11,2,14,18,9,8,6,2
"43915","Olfr259",9,5,17,3,11,11,0,3
"43916","Olfr26",4,2,9,3,11,14,8,1
"43917","Olfr260-ps1",0,0,1,2,2,2,1,1
"43918","Olfr262",6,0,2,10,4,12,8,1
"43919","Olfr263",11,10,40,9,10,11,13,7
"43920","Olfr266",5,1,20,9,19,4,17,0
"43921","Olfr267",20,11,23,12,27,20,20,3
"43922","Olfr268-ps1",2,6,1,0,3,1,0,0
"43923","Olfr269-ps1",0,0,0,2,3,3,0,0
"43924","Olfr27",10,7,19,12,19,14,17,1
"43925","Olfr270",1,2,3,0,2,7,13,1
"43926","Olfr271-ps1",2,3,9,11,8,14,9,0
"43927","Olfr272",2,1,8,3,7,4,11,0
"43928","Olfr273",9,4,5,17,25,14,6,2
"43929","Olfr274-ps1",0,0,2,1,13,4,5,0
"43930","Olfr275",12,9,31,3,38,17,9,3
"43931","Olfr277-ps1",6,3,0,1,0,7,0,1
"43932","Olfr278-ps1",0,0,0,0,0,0,0,0
"43933","Olfr279",0,10,4,4,4,3,18,1
"43934","Olfr281",9,14,10,8,38,21,8,2
"43935","Olfr282",4,2,2,5,4,0,9,2
"43936","Olfr283",4,1,3,5,3,7,1,0
"43937","Olfr284",2,4,1,3,22,2,1,0
"43938","Olfr285",4,12,20,6,28,11,22,5
"43939","Olfr286",3,9,4,9,15,18,8,1
"43940","Olfr287",1,5,9,7,17,6,7,1
"43941","Olfr288",4,0,2,7,12,5,3,0
"43942","Olfr289-ps1",3,4,4,1,10,0,1,0
"43943","Olfr29-ps1",2,0,1,0,4,2,3,0
"43944","Olfr290",27,30,22,21,34,35,26,18
"43945","Olfr291",17,7,29,18,16,23,19,4
"43946","Olfr292",9,4,32,7,15,13,23,0
"43947","Olfr293",17,10,22,20,20,28,11,2
"43948","Olfr294",3,0,10,3,6,2,7,0
"43949","Olfr295",15,21,36,25,22,52,30,17
"43950","Olfr296-ps1",7,1,4,0,15,10,6,4
"43951","Olfr297",8,2,9,2,16,12,8,9
"43952","Olfr298",2,6,11,0,14,13,7,4
"43953","Olfr299",9,4,15,11,14,25,12,5
"43954","Olfr3",1,14,11,5,11,15,6,1
"43955","Olfr30",2,2,2,0,5,13,0,1
"43956","Olfr300-ps1",7,2,23,4,17,17,22,6
"43957","Olfr301",7,3,7,9,3,13,5,5
"43958","Olfr303",4,2,22,5,22,20,11,7
"43959","Olfr304",13,13,4,11,20,20,3,3
"43960","Olfr305",7,15,10,7,14,11,11,1
"43961","Olfr306-ps1",8,4,6,12,7,4,2,5
"43962","Olfr307",16,21,17,11,25,21,23,2
"43963","Olfr308",6,12,48,18,41,23,29,11
"43964","Olfr309",15,2,21,12,29,14,8,2
"43965","Olfr31",6,11,8,6,12,16,4,0
"43966","Olfr310",7,2,16,6,1,8,2,3
"43967","Olfr311",9,6,9,13,17,12,8,0
"43968","Olfr312",7,6,21,20,30,21,12,4
"43969","Olfr313",8,12,3,16,11,8,6,3
"43970","Olfr314",9,7,18,3,14,13,2,1
"43971","Olfr315",5,0,0,2,5,14,6,1
"43972","Olfr316",5,14,9,4,9,11,3,4
"43973","Olfr317",11,5,11,1,12,4,15,4
"43974","Olfr318",18,24,21,16,20,32,15,4
"43975","Olfr319",12,18,5,3,17,24,24,7
"43976","Olfr32",8,4,14,8,8,23,10,4
"43977","Olfr320",13,8,24,13,14,15,12,3
"43978","Olfr322",8,9,8,3,15,10,5,1
"43979","Olfr323",0,0,2,0,7,1,1,0
"43980","Olfr324",2,5,11,7,14,9,0,0
"43981","Olfr325",4,0,0,5,1,2,4,0
"43982","Olfr326-ps1",0,0,0,0,0,0,3,0
"43983","Olfr328",18,7,12,29,35,18,14,11
"43984","Olfr329-ps",0,2,13,3,3,10,15,2
"43985","Olfr33",2,4,6,7,4,17,12,2
"43986","Olfr330",12,8,14,6,11,14,10,11
"43987","Olfr331",1,0,0,2,10,5,2,0
"43988","Olfr332",9,5,8,11,30,20,8,6
"43989","Olfr333-ps1",23,5,4,8,16,18,11,1
"43990","Olfr334-ps1",14,1,14,5,11,14,10,2
"43991","Olfr335-ps",3,0,2,4,8,4,1,1
"43992","Olfr336-ps1",3,3,1,2,5,0,1,0
"43993","Olfr337-ps1",0,0,1,0,0,7,0,0
"43994","Olfr338",21,6,19,13,30,16,13,6
"43995","Olfr339",12,11,17,12,25,16,16,4
"43996","Olfr340",4,5,4,7,7,9,9,4
"43997","Olfr341",31,37,43,45,41,47,59,3
"43998","Olfr342",16,13,20,35,29,43,9,8
"43999","Olfr343-ps1",0,0,0,0,2,4,1,0
"44000","Olfr344",5,2,13,11,20,17,9,0
"44001","Olfr345",8,1,11,3,8,11,10,1
"44002","Olfr346",4,11,16,10,18,16,18,5
"44003","Olfr347",17,8,9,13,22,24,13,4
"44004","Olfr348",11,8,9,7,33,14,26,2
"44005","Olfr349-ps1",0,0,7,2,3,7,1,2
"44006","Olfr350",4,9,10,5,12,17,7,2
"44007","Olfr351",4,13,11,11,10,4,7,2
"44008","Olfr352",14,26,38,20,41,29,24,11
"44009","Olfr353",24,16,28,16,25,14,25,2
"44010","Olfr354",27,25,42,26,62,27,30,22
"44011","Olfr355",21,8,25,14,26,27,25,0
"44012","Olfr356",3,5,4,10,7,7,8,0
"44013","Olfr357",3,5,7,14,9,11,0,1
"44014","Olfr358",1,9,14,22,29,10,6,0
"44015","Olfr359-ps1",1,2,2,4,2,5,3,0
"44016","Olfr360",19,1,6,2,8,6,10,8
"44017","Olfr361",26,6,27,10,26,16,16,6
"44018","Olfr362",7,5,8,5,19,18,14,11
"44019","Olfr363-ps",0,0,0,0,0,2,0,0
"44020","Olfr364-ps1",26,27,24,16,49,30,14,2
"44021","Olfr365",17,6,16,14,19,22,9,3
"44022","Olfr366",9,8,13,17,29,20,18,3
"44023","Olfr367-ps",5,2,5,4,1,2,3,0
"44024","Olfr368",13,1,7,0,13,13,8,4
"44025","Olfr369-ps1",4,0,1,6,6,3,2,0
"44026","Olfr370",3,21,19,7,13,13,21,1
"44027","Olfr371",1,8,7,4,8,11,11,5
"44028","Olfr372",4,5,9,1,10,15,15,4
"44029","Olfr373",14,2,11,6,24,14,4,0
"44030","Olfr374",5,23,8,12,15,30,17,4
"44031","Olfr375-ps1",0,3,3,6,1,12,2,0
"44032","Olfr376",11,7,9,15,19,21,10,6
"44033","Olfr377-ps1",4,10,4,8,26,15,4,1
"44034","Olfr378",3,3,1,5,7,9,5,2
"44035","Olfr379-ps1",3,2,9,2,7,0,2,4
"44036","Olfr38",13,3,18,8,15,15,17,2
"44037","Olfr380",14,6,14,16,24,21,10,1
"44038","Olfr381",4,11,15,9,19,6,3,1
"44039","Olfr382",6,5,11,7,6,5,6,2
"44040","Olfr383-ps1",15,7,20,15,17,9,2,1
"44041","Olfr384",4,9,6,5,10,2,9,0
"44042","Olfr385",17,11,20,8,36,20,19,4
"44043","Olfr387-ps1",2,2,26,9,11,13,6,1
"44044","Olfr388-ps1",9,17,29,14,26,3,12,5
"44045","Olfr389",8,6,21,26,19,19,21,10
"44046","Olfr39",7,0,12,4,12,8,1,1
"44047","Olfr390",18,14,26,11,23,28,18,7
"44048","Olfr391-ps",2,4,16,5,16,9,6,4
"44049","Olfr392",13,6,15,12,37,15,7,1
"44050","Olfr393",12,3,10,7,12,24,24,1
"44051","Olfr394",20,11,16,15,26,17,17,0
"44052","Olfr395",17,3,21,16,18,26,9,2
"44053","Olfr396-ps1",7,10,20,20,18,21,13,5
"44054","Olfr397",12,14,23,25,19,32,19,3
"44055","Olfr398",23,8,30,13,23,36,13,6
"44056","Olfr399",4,2,0,8,8,11,8,1
"44057","Olfr400-ps1",6,2,1,4,5,3,8,1
"44058","Olfr401",12,5,3,6,18,13,4,0
"44059","Olfr402",9,3,13,14,35,22,14,0
"44060","Olfr403",5,3,15,10,27,15,8,0
"44061","Olfr404-ps1",4,4,5,7,2,3,5,3
"44062","Olfr405-ps1",3,3,9,2,5,7,6,2
"44063","Olfr406",4,3,7,10,14,3,0,0
"44064","Olfr407-ps1",1,2,0,2,10,17,0,0
"44065","Olfr408-ps1",6,1,2,0,3,3,4,1
"44066","Olfr409-ps1",4,3,5,6,0,4,5,0
"44067","Olfr410",27,7,34,28,26,36,5,0
"44068","Olfr411",4,4,6,2,11,4,10,2
"44069","Olfr412",10,11,1,5,13,1,6,1
"44070","Olfr414",15,6,11,5,5,15,17,6
"44071","Olfr416-ps1",0,2,2,1,6,0,0,4
"44072","Olfr417",4,1,0,14,2,10,10,6
"44073","Olfr418",1,7,9,27,19,16,18,0
"44074","Olfr419",3,5,17,1,20,5,6,2
"44075","Olfr420",12,0,11,10,14,5,12,0
"44076","Olfr421-ps1",1,2,6,3,8,12,5,3
"44077","Olfr424",10,4,10,2,7,8,5,7
"44078","Olfr427",12,6,15,14,7,14,10,2
"44079","Olfr428-ps1",2,1,3,4,0,2,3,0
"44080","Olfr429",9,4,17,20,19,7,17,4
"44081","Olfr43",20,1,13,10,2,11,15,0
"44082","Olfr430",9,10,14,16,14,13,17,3
"44083","Olfr431-ps1",0,0,0,0,0,0,0,0
"44084","Olfr432",16,23,24,31,30,29,17,9
"44085","Olfr433",11,5,18,10,18,18,13,1
"44086","Olfr434",1,2,3,16,8,2,3,1
"44087","Olfr435",2,2,1,0,7,0,4,0
"44088","Olfr436-ps1",2,0,3,4,0,10,1,0
"44089","Olfr437",21,11,7,8,24,8,10,0
"44090","Olfr439-ps1",0,2,0,2,0,1,2,0
"44091","Olfr44",7,16,20,9,32,24,8,6
"44092","Olfr440-ps1",0,0,3,7,6,1,2,0
"44093","Olfr441",3,9,22,4,19,20,7,4
"44094","Olfr442-ps1",0,0,5,0,0,0,0,0
"44095","Olfr443-ps1",3,1,18,6,2,6,4,0
"44096","Olfr444",10,17,14,6,16,20,20,0
"44097","Olfr446",13,15,18,37,41,20,21,1
"44098","Olfr447",8,12,21,12,44,34,16,4
"44099","Olfr448",11,5,7,6,18,1,2,0
"44100","Olfr449",7,10,15,6,11,16,5,2
"44101","Olfr45",13,6,21,9,28,21,13,1
"44102","Olfr450",15,3,8,18,8,10,10,0
"44103","Olfr451-ps1",4,2,10,5,5,16,7,0
"44104","Olfr452",19,13,8,5,41,27,25,7
"44105","Olfr453",9,4,12,11,7,15,13,0
"44106","Olfr454-ps1",0,4,4,0,3,5,0,0
"44107","Olfr455",19,8,18,2,14,12,19,0
"44108","Olfr456",7,8,8,18,20,15,16,7
"44109","Olfr457",7,28,20,8,24,23,22,9
"44110","Olfr458",6,4,7,1,3,5,5,1
"44111","Olfr459",6,3,27,4,5,12,15,5
"44112","Olfr46",12,7,28,8,26,15,7,3
"44113","Olfr460",9,7,21,7,39,21,18,1
"44114","Olfr461",8,15,10,11,25,19,18,2
"44115","Olfr462",9,3,3,6,15,15,12,0
"44116","Olfr463",0,3,1,0,7,3,12,0
"44117","Olfr464",5,7,6,8,14,4,7,1
"44118","Olfr465-ps1",12,8,11,14,30,26,11,9
"44119","Olfr466",35,9,27,13,31,19,20,11
"44120","Olfr467",1,0,8,0,7,6,8,1
"44121","Olfr468-ps1",1,0,1,0,2,1,1,3
"44122","Olfr469",3,4,19,9,26,13,13,4
"44123","Olfr47",5,5,8,10,6,10,7,3
"44124","Olfr470",9,8,17,27,5,17,22,3
"44125","Olfr471",4,0,0,2,0,3,0,0
"44126","Olfr472",13,21,26,22,42,18,36,0
"44127","Olfr473",6,1,20,6,24,9,4,6
"44128","Olfr474",5,0,0,0,4,0,3,0
"44129","Olfr475-ps1",9,0,17,2,11,8,4,2
"44130","Olfr476",16,4,16,6,10,16,5,4
"44131","Olfr477",22,5,14,13,15,16,23,4
"44132","Olfr478",5,10,12,4,16,12,0,7
"44133","Olfr479",4,8,13,19,17,17,5,0
"44134","Olfr48",18,0,7,8,10,13,4,1
"44135","Olfr480",7,6,4,10,10,12,6,4
"44136","Olfr481",13,18,22,25,20,20,6,3
"44137","Olfr482",18,13,19,11,14,16,21,1
"44138","Olfr483",4,6,12,13,18,4,6,0
"44139","Olfr484",34,8,7,11,18,20,5,3
"44140","Olfr485",1,0,8,0,5,5,4,0
"44141","Olfr486",6,4,7,2,0,8,0,0
"44142","Olfr487",9,12,33,17,12,20,16,7
"44143","Olfr488",11,2,22,8,15,10,8,8
"44144","Olfr489-ps1",5,7,14,8,13,3,9,6
"44145","Olfr49",6,13,12,5,31,17,7,6
"44146","Olfr490",1,2,12,2,23,12,6,3
"44147","Olfr491",28,14,7,5,10,7,13,3
"44148","Olfr492",2,2,8,6,6,4,13,4
"44149","Olfr493",0,9,5,0,3,6,1,5
"44150","Olfr494",1,0,10,3,11,0,4,0
"44151","Olfr495",8,8,18,6,11,23,7,4
"44152","Olfr496-ps1",5,11,3,2,6,3,8,0
"44153","Olfr497",6,2,31,3,12,22,1,4
"44154","Olfr498",7,3,15,7,24,14,9,1
"44155","Olfr499-ps1",0,0,2,2,5,2,3,0
"44156","Olfr5",1,11,12,5,17,6,0,3
"44157","Olfr50",8,21,30,21,47,21,26,4
"44158","Olfr500-ps1",2,7,4,0,10,7,3,2
"44159","Olfr501-ps1",9,7,9,12,5,3,5,0
"44160","Olfr502",5,10,24,17,17,23,18,9
"44161","Olfr503",11,1,8,1,5,3,0,1
"44162","Olfr504",0,9,2,0,2,2,1,1
"44163","Olfr505-ps1",0,0,10,0,5,0,2,3
"44164","Olfr506",9,7,20,34,36,30,21,2
"44165","Olfr507",0,4,4,1,1,0,4,0
"44166","Olfr508",3,0,3,0,4,4,1,0
"44167","Olfr509",15,9,11,19,12,9,10,4
"44168","Olfr51",16,6,19,7,16,19,12,1
"44169","Olfr510",2,6,22,13,6,17,13,1
"44170","Olfr511-ps1",0,0,7,0,2,2,0,0
"44171","Olfr512",0,1,11,2,2,4,2,0
"44172","Olfr513",4,2,4,5,11,4,6,7
"44173","Olfr514",4,0,0,3,2,10,4,2
"44174","Olfr515-ps1",0,0,0,0,3,2,0,0
"44175","Olfr516",4,5,18,1,5,14,10,4
"44176","Olfr517",6,2,6,5,13,5,3,0
"44177","Olfr518",12,15,13,2,18,18,13,9
"44178","Olfr519",2,0,1,1,6,1,0,4
"44179","Olfr52",17,8,12,4,27,16,17,0
"44180","Olfr520",1,2,6,4,13,12,3,2
"44181","Olfr521",0,3,2,5,2,4,0,0
"44182","Olfr522",2,5,5,4,4,12,10,0
"44183","Olfr523",0,0,2,4,7,9,8,0
"44184","Olfr524",0,9,12,4,12,16,18,0
"44185","Olfr525",16,12,14,21,49,27,7,2
"44186","Olfr527",27,4,9,6,12,26,9,3
"44187","Olfr528-ps1",0,4,1,1,5,8,13,1
"44188","Olfr529-ps1",3,0,2,5,2,17,2,0
"44189","Olfr53",2,8,11,9,23,13,12,1
"44190","Olfr530",9,10,15,11,15,16,16,1
"44191","Olfr531",3,3,12,3,12,15,10,3
"44192","Olfr532",3,13,20,14,11,33,18,3
"44193","Olfr533",1,10,4,9,20,7,2,4
"44194","Olfr534-ps1",4,0,2,4,4,6,10,0
"44195","Olfr535",18,22,20,13,29,29,20,12
"44196","Olfr536",25,10,17,7,34,35,11,4
"44197","Olfr537-ps1",14,4,13,13,25,16,26,1
"44198","Olfr538",3,2,4,2,7,3,5,0
"44199","Olfr539",22,16,36,27,39,43,40,1
"44200","Olfr54",7,4,6,12,20,16,8,0
"44201","Olfr540-ps1",0,0,0,0,0,0,0,0
"44202","Olfr541",2,5,12,7,16,23,11,3
"44203","Olfr542-ps1",5,5,8,9,19,15,12,0
"44204","Olfr543",2,1,2,0,10,5,15,1
"44205","Olfr544",1,2,7,0,12,10,4,0
"44206","Olfr545",4,7,5,0,10,23,9,0
"44207","Olfr546-ps1",0,0,2,0,1,0,0,0
"44208","Olfr547",2,2,6,10,14,4,5,3
"44209","Olfr548-ps1",16,12,22,11,21,18,11,7
"44210","Olfr549",10,1,0,6,10,11,8,0
"44211","Olfr55",12,4,8,15,18,17,12,1
"44212","Olfr550",11,10,9,3,16,17,15,3
"44213","Olfr551",11,11,23,9,38,31,18,2
"44214","Olfr552",13,8,7,6,5,5,1,2
"44215","Olfr553",16,3,25,14,19,19,7,0
"44216","Olfr554",13,13,31,22,32,19,33,8
"44217","Olfr555",1,1,3,0,3,3,0,0
"44218","Olfr556",25,3,33,21,30,20,16,5
"44219","Olfr557",31,4,13,24,33,22,9,3
"44220","Olfr558",65,57,43,52,36,65,22,9
"44221","Olfr559",3,9,25,9,29,20,25,2
"44222","Olfr56",13,7,22,17,10,18,25,7
"44223","Olfr560",4,11,15,4,14,8,7,2
"44224","Olfr561",6,6,17,10,30,21,17,4
"44225","Olfr562-ps1",0,6,0,0,1,2,2,0
"44226","Olfr563-ps1",4,2,3,2,4,2,3,0
"44227","Olfr564",1,8,6,5,12,13,1,3
"44228","Olfr565-ps1",0,0,5,5,4,4,3,0
"44229","Olfr566",14,4,9,3,24,6,12,10
"44230","Olfr567-ps1",0,0,2,1,0,6,6,0
"44231","Olfr568",21,2,3,0,10,12,4,3
"44232","Olfr569",11,7,12,19,22,16,27,2
"44233","Olfr57",8,2,17,4,11,13,12,0
"44234","Olfr570",20,10,13,10,18,3,6,1
"44235","Olfr571",10,3,16,4,25,6,15,6
"44236","Olfr572",6,4,12,20,10,16,8,5
